topic,dimension,words,Count,Name,Representation
703,Sexuality,IntimateDivisionship,206,703_长见识了_女朋友_女友_憨笑,"['长见识了', '女朋友', '女友', '憨笑', '刷新', '认知', '姿势', '颠覆', '武力', '关掉']"
705,Health,AIDS,144,705_观察_暗中_消毒_辣椒,"['观察', '暗中', '消毒', '辣椒', '阻断', '男人', '比女', '难酮', '发钱', '酒店宾馆']"
706,Health,Genetics,278,706_弟弟_基因_我弟_天生,"['弟弟', '基因', '我弟', '天生', '后天', '同性恋', '家庭', '哥俩', '先天', '改变']"
707,Sexuality,Courtship,200,707_云南_昆明_发现_云南昆明,"['云南', '昆明', '发现', '云南昆明', '喜凤', '很远', '丽江', '查到', '179', '做到']"
709,Identity,LoveDefinition,170,709_通讯录_男装_长发_直女,"['通讯录', '男装', '长发', '直女', '装直', '直男会装', '纯欲风', '号标', '姐风', '当闺蜜']"
711,Division,ParentApproval,203,711_理解_家庭_原生_孝顺,"['理解', '家庭', '原生', '孝顺', '亲情', '去害', '父母', '子女', '悲剧', '造成']"
712,Identity,LoveDefinition,185,712_划算_wflbb_女团_小双,"['划算', 'wflbb', '女团', '小双', '名声', '女籍', '一逼', '拯救', '双开门', 'yv']"
714,Sexuality,Courtship,149,714_男神_女神_湖南_九价,"['男神', '女神', '湖南', '九价', '打九价', '怀化', '检查', '家乡', '湖南人', '邵阳']"
715,Subculture,Culture,269,715_漫画_动漫_甜甜的_人物,"['漫画', '动漫', '甜甜的', '人物', '女孩子', '谈恋爱', '小说', '上官云', '国漫', '现实']"
716,Evaluation,Othersjudgments,188,716_尴尬_嘴唇_好尬_不由,"['尴尬', '嘴唇', '好尬', '不由', '心率', '万般', '半点', '介个', '我命', '行李箱']"
718,Identity,LoveDefinition,171,718_心之所_一种_飞吻_取向,"['心之所', '一种', '飞吻', '取向', '世上', '性取向', '便是', '叫心', '世界', '正确']"
719,Sexuality,Courtship,147,719_新疆_维吾尔族_为证_有图,"['新疆', '维吾尔族', '为证', '有图', '少数民族', '真相', '宁夏', '乌鲁木齐', '集合', '300']"
720,Subculture,Culture,206,720_耽美_喜熊_熊是_小说,"['耽美', '喜熊', '熊是', '小说', '漫画', '原耽', '百合', '现实', '言情', '看原']"
721,Division,Society,281,721_大叔_善良_好人_善待,"['大叔', '善良', '好人', '善待', '莫劝', '未经', '能量', '小叔子', '行善', '应得']"
722,Sexuality,IntimateDivisionship,189,722_单恋_翻译_大招_赢麻,"['单恋', '翻译', '大招', '赢麻', '公主', '晕眩', '倾国倾城', '星大', '局局', '东皇']"
723,Evaluation,Othersjudgments,223,723_意见_潮流_审美_艺术,"['意见', '潮流', '审美', '艺术', '时尚', '风格', '设计', '附议', '小众', '设计师']"
724,Evaluation,PublicMorality,156,724_做到_光腿_关羽_坐在,"['做到', '光腿', '关羽', '坐在', '手臂', '张飞', '小样', '男护士', '白袜', '迷不死']"
725,Evaluation,Othersjudgments,147,725_要素_天津_呕吐_无钙,"['要素', '天津', '呕吐', '无钙', '看吐', '呕吼', '令人作呕', '第三个', '作呕', '证儿']"
727,Evaluation,Othersjudgments,162,727_投胎_之人_可恨_投错,"['投胎', '之人', '可恨', '投错', '必有', '投个', '好人家', '下辈子', '好胎', '重新']"
728,Evaluation,Othersjudgments,186,728_枪毙_死刑_刑司_执行,"['枪毙', '死刑', '刑司', '执行', '酷刑', '尚书', '刑部', '判刑', '立即', '上刑']"
729,Sexuality,PhysicalApperances,189,729_下半身_特征_上半身_完美,"['下半身', '特征', '上半身', '完美', '老婆', '男女', '下身', '上身', '明显', '男女性']"
730,Evaluation,PublicMorality,213,730_玩意儿_多管闲事_管管_屁事,"['玩意儿', '多管闲事', '管管', '屁事', '玩意', '少管', '该管', '刁民', '管好', '说关']"
731,Identity,LoveDefinition,171,731_拉拉_直女_拉子_灵光,"['拉拉', '直女', '拉子', '灵光', '中拉子们', '肢体', '一闪', '拉手', '见个', '拉子们']"
733,Health,Therapy,176,733_复杂_确诊_自愧不如_后悔,"['复杂', '确诊', '自愧不如', '后悔', '何必当初', '遗憾', '很累', '后悔药', '要买车', '物欲横流']"
736,Subculture,Culture,187,736_ab_掌声_ba_abbily,"['ab', '掌声', 'ba', 'abbily', '听懂', '太中', '及岩', '白黑', '影日', 'abby']"
737,Sexuality,Courtship,150,737_长沙_太监_湖南_1000,"['长沙', '太监', '湖南', '1000', '这到', '三百', '01', 'dd', '一盆', '开玩笑']"
738,Evaluation,Othersjudgments,290,738_奇葩_好辣_眼睛_神奇,"['奇葩', '好辣', '眼睛', '神奇', '怪胎', '太辣', '怪事', '奇行', '辣眼', '辣到']"
739,Evaluation,Approval,177,739_收藏_收藏家_ppl_jio,"['收藏', '收藏家', 'ppl', 'jio', '呆呆', '资料', '甜炸', '三千多', '1491', '呆呆地']"
740,Subculture,Culture,194,740_假嘟_尊嘟_真嘟_周深,"['假嘟', '尊嘟', '真嘟', '周深', '唱歌', '原唱', '修炼', '素尊嘟', '正唱', '乐手']"
741,Identity,GenderIdentity,223,741_主任_妇女_哪种_喜死,"['主任', '妇女', '哪种', '喜死', '当上', '我要', '主印', '冲冲', '两种', '当当']"
742,Sexuality,SexualBehaviors,160,742_擦边_试穿_展示_妹子,"['擦边', '试穿', '展示', '妹子', '睡衣', '没边', '全是', '疑问', '挺不错', '封号']"
744,Identity,GenderIdentity,233,744_白袜_白袜子_穿白袜_袜子,"['白袜', '白袜子', '穿白袜', '袜子', '健身', '白色', 't恤', '正装', '本直', '不错']"
745,Evaluation,Othersjudgments,141,745_逆天_地址_太逆天_光宗耀祖,"['逆天', '地址', '太逆天', '光宗耀祖', '寡妇', '具体地址', '模拟器', '圣体', '一遇', '天国']"
746,Identity,LoveDefinition,149,746_大圈_一圈_叫大圈_顺直,"['大圈', '一圈', '叫大圈', '顺直', '多圈', '圈圈', '圈儿', '小圈', '顺姐', '退拉圈']"
747,Evaluation,Othersjudgments,165,747_高手_科技_技术_垃圾,"['高手', '科技', '技术', '垃圾', '狠活', '受不鸟', '高科技', '技术含量', '很会', '过招']"
748,Division,Insider,160,748_鱼钩_放个_没女_竟然,"['鱼钩', '放个', '没女', '竟然', '这码', '惭愧', '打了个', '不缺', '寂寞', '男明星']"
749,Subculture,Culture,256,749_看过_电影_官宣_sophia,"['看过', '电影', '官宣', 'sophia', 'princess', 'isabella', 'quen', '丹麦', '电视剧', '刚看']"
751,Identity,Legal,216,751_结婚_一对_女同_两对,"['结婚', '一对', '女同', '两对', '男同', '婚后', '各过', '各玩', '互相', '女同性恋']"
755,Identity,Freedom,162,755_家暴_女拳_资本主义_个性,"['家暴', '女拳', '资本主义', '个性', '来涨', '万恶', '知识', '来长', '互殴', '弱势群体']"
756,Division,Insider,137,756_看看_woc_快來_評論區,"['看看', 'woc', '快來', '評論區', '海棠', '爬行', '余生', '扭曲', '竟然', '通讯录']"
757,Identity,LoveDefinition,165,757_智性_颜性_颅内_高潮,"['智性', '颜性', '颅内', '高潮', '54', '58', '聪明', '纯种', '老公', '42']"
759,Sexuality,Courtship,142,759_没谈过_23_21_谈过,"['没谈过', '23', '21', '谈过', '恋爱', '24', '27', '出摊', '25', '20']"
762,Sexuality,Courtship,202,762_女朋友_男朋友_大哭_缺个,"['女朋友', '男朋友', '大哭', '缺个', '没有', '嗷嗷', '烦死', '好荒', '不咯', '無法']"
764,Sexuality,Courtship,180,764_害羞_勿扰_以下_微胖,"['害羞', '勿扰', '以下', '微胖', '悄悄地', '25', '拉子', '离谱', '属性', '憋住']"
766,Identity,Freedom,193,766_女权_平等_男女平等_版本,"['女权', '平等', '男女平等', '版本', '更新', '苏联', '北欧', '地位', '工资', '公司']"
767,Identity,GenderIdentity,159,767_认知障碍_障碍_性别_识别,"['认知障碍', '障碍', '性别', '识别', '认知', '易性', '患者', '认同', '心理疾病', '精神病']"
768,Evaluation,Othersjudgments,258,768_不信_疯狂_不敢相信_精彩,"['不信', '疯狂', '不敢相信', '精彩', '灭亡', '发疯', '勾拳', '必先', '疯子', '彻底']"
769,Evaluation,Othersjudgments,176,769_厕所_靠靠_浪漫派_卫生间,"['厕所', '靠靠', '浪漫派', '卫生间', '浪漫', '问上', '野兽派', '交换', '公寓', '投厕']"
771,Health,AIDS,279,771_扯淡_胡说八道_吹牛_胡扯,"['扯淡', '胡说八道', '吹牛', '胡扯', '恶心', '瞎扯', '瞎说', '太扯', '胡说', '教练']"
774,Sexuality,SexualBehaviors,136,774_器官_生殖器官_性器官_生殖,"['器官', '生殖器官', '性器官', '生殖', '两套', '双性人', '人妖', '完整', '两种', '伪娘']"
775,Division,Insider,145,775_静静_反串_日本_太吊,"['静静', '反串', '日本', '太吊', '嘎哈', '安静', '内涵', '沉默', '瞎子', 'ilovegay']"
776,Identity,GenderIdentity,163,776_购物袋_沃尔玛_太值_自恋,"['购物袋', '沃尔玛', '太值', '自恋', '离谱', '哈哈哈', '哈哈哈哈', '值得', '确诊', '性别']"
778,Identity,LoveDefinition,292,778_无性_倾向_浪漫_不当,"['无性', '倾向', '浪漫', '不当', '异性', '这女', '浪漫主义', '下去', '情节', '确诊']"
782,Identity,Selfassessment,168,782_会刷_女孩子_明白_女生,"['会刷', '女孩子', '明白', '女生', '想要', '咱当', '寒是', '装不懂省', '懂女', '逆性']"
786,Sexuality,Courtship,222,786_动物园_太丑_好丑_动物,"['动物园', '太丑', '好丑', '动物', '隔离', '很丑', '最丑', '野兽派', '养殖场', '物种']"
787,Division,ParentApproval,127,787_一家_一家人_家人_本家,"['一家', '一家人', '家人', '本家', '四口', '非常家庭', '婆家', '亲人', '富豪', '不进']"
788,Evaluation,PublicMorality,164,788_素质_评论_国民素质_尽显,"['素质', '评论', '国民素质', '尽显', '人口素质', '令人担忧', 'judge', '出千切', '人口基数', '提高']"
790,Identity,LoveDefinition,142,790_四射_基情_一实_尼基塔,"['四射', '基情', '一实', '尼基塔', '误入', '增基', '克斯', 'tooru', 'lsj', 'iceeeon']"
791,Evaluation,Approval,242,791_好酷_心痛_心疼_酷儿,"['好酷', '心痛', '心疼', '酷儿', '心碎', '酷酷', '痛心疾首', '很酷', '心酸', '太酷']"
792,Identity,Legal,145,792_监狱_看守所_关押_关进,"['监狱', '看守所', '关押', '关进', '狱卒', '洗礼', '视角', '美国', '同一个', '囚犯']"
793,Identity,Selfassessment,126,793_不信_相信_不敢相信_一语,"['不信', '相信', '不敢相信', '一语', '我信', '没人信', '自证', '信不信', '我勇神', '信个']"
794,Identity,Selfassessment,218,794_自信_思密达_心疼_自恋,"['自信', '思密达', '心疼', '自恋', '瓶颈', '自豪', '看不懂', '自给自足', '自愧不如', '自卑']"
799,Evaluation,Othersjudgments,221,799_妖魔鬼怪_靠靠_阴气_回去,"['妖魔鬼怪', '靠靠', '阴气', '回去', '回家', 'cpu', '故乡', '妹妹', '阴阳', '回老家']"
801,Identity,GenderIdentity,198,801_大佬_变装_女装_太对,"['大佬', '变装', '女装', '太对', '正确', '变装后', '没错', '肯定', '变装前', '百变']"
803,Evaluation,Othersjudgments,146,803_贱人_温柔_渣渣辉_纤绳,"['贱人', '温柔', '渣渣辉', '纤绳', '恩恩爱爱', '悠悠', '黑仔', '太渣', '渣辉', '烂货']"
804,Identity,Selfassessment,149,804_笑鼠_老鼠_鼠鼠_甜鼠,"['笑鼠', '老鼠', '鼠鼠', '甜鼠', '乖乖', '乖乖女', '仓鼠', '可爱', '痒痒', '太阳']"
805,Identity,GenderIdentity,153,805_街舞_跳舞_舞蹈_公开,"['街舞', '跳舞', '舞蹈', '公开', '白丝', '宣传', '南派', '天赋', '衣服', '白色']"
806,Evaluation,Othersjudgments,140,806_打脸_painter_各擦_大行其道,"['打脸', 'painter', '各擦', '大行其道', '别顶', '竣尼', '小萧', '打湿', '装腔作势', '牌子']"
808,Sexuality,SexualBehaviors,183,808_一摸_乱摸_摸摸_后背,"['一摸', '乱摸', '摸摸', '后背', '凉快', '凉凉', '凉飕飕', '不摸', '保暖', '零下']"
809,Evaluation,Othersjudgments,194,809_这是_玩意_拉黑_这货,"['这是', '玩意', '拉黑', '这货', '杰哥', '东西', '玩意儿', '生物', '地球', '取消']"
812,Sexuality,Courtship,150,812_别卡_卡太死_卡死_卡得,"['别卡', '卡太死', '卡死', '卡得', '别卡太死', '不卡', '太死', '性别', '美容师', '不用']"
816,Division,CarryonthefamilyLineage,142,816_男同_很帅_男同帅_生育能力,"['男同', '很帅', '男同帅', '生育能力', '帅哥', '不帅', '能生', '生小孩', '能怀', '男同长']"
817,Health,Therapy,440,817_表情_管理_大笑_这小,"['表情', '管理', '大笑', '这小', '零钱', '密码', '围裙', '大雨', '流量', '断子绝孙']"
818,Health,Therapy,235,818_金星_浪漫_双性_变形金刚,"['金星', '浪漫', '双性', '变形金刚', '确诊', '异性恋', '泰国', '双性恋', '回族', '手术']"
819,Health,Therapy,144,819_变性_儿子_父亲_快去,"['变性', '儿子', '父亲', '快去', '孩子', '养大', '接受', '父母', '沟通', '侄子']"
820,Health,Therapy,130,820_手术_做手术_鸡皮疙瘩_一身,"['手术', '做手术', '鸡皮疙瘩', '一身', '变成', '治疗', '生殖系统', '疤痕', '病痛', '假肢']"
821,Evaluation,Othersjudgments,200,821_道理_到底_分不清_太有,"['道理', '到底', '分不清', '太有', '讲道理', '没道理', '古代人', '不讲理', '辨认', '分辨']"
822,Division,Insider,144,822_采访_主持人_记者_采访者,"['采访', '主持人', '记者', '采访者', '水平', '主持', '勇闯', '低级', '正向', '购物']"
823,Sexuality,Courtship,179,823_山西_太原_lx_lj,"['山西', '太原', 'lx', 'lj', '爱养', 'lyh', 'ljx', 'wj', 'lyx', 'mlxg']"
824,Sexuality,Courtship,132,824_找个_不到_男人_哪里找,"['找个', '不到', '男人', '哪里找', '显微镜', '兽性大发', '赞搭子', '男银上', '男带', '个伴']"
825,Identity,Boundaries,151,825_永远_姐姐_城市_县城,"['永远', '姐姐', '城市', '县城', '二线', '地方', '一线', '抓狂', '三线', '恋姐']"
826,Evaluation,Approval,140,826_好看_贵物_实物_看不出来,"['好看', '贵物', '实物', '看不出来', '自然', '轮不到', '漂亮', '晃眼', '别硬', '多中']"
828,Evaluation,Approval,154,828_实名_观看_泰裤_爱看,"['实名', '观看', '泰裤', '爱看', 'futa', '严亚', '天一', '陇东', '张子', '实名制']"
829,Identity,GenderIdentity,162,829_桃桃_买尬_学到_吃桃桃,"['桃桃', '买尬', '学到', '吃桃桃', '凉凉', '吃个', '桃桃好', '桃子', '学废', '学家']"
830,Evaluation,Approval,193,830_扣篮_被扣_好帅_篮子,"['扣篮', '被扣', '好帅', '篮子', '29', '我操', '路过', '打篮球', '四驱', '篮球']"
831,Evaluation,PublicMorality,157,831_影响_负责_后果_正常人,"['影响', '负责', '后果', '正常人', '没事', '责任', '承担', '不负责任', '有事吗', '正常']"
832,Evaluation,Approval,249,832_好惨_活不了_寿命_不久,"['好惨', '活不了', '寿命', '不久', '活着', '可怜', '无可', '可悲', '能活', '活多久']"
833,Sexuality,Courtship,215,833_河南_双桨_荡起_同船,"['河南', '双桨', '荡起', '同船', '百年', '洛阳', '南阳', '信阳', '河北', '蹲个']"
834,Sexuality,Courtship,292,834_胖子_love_is_小胖,"['胖子', 'love', 'is', '小胖', '我爱你', '太瘦', '氧气', '胖小子', 'lover', '肚子']"
835,Division,ParentApproval,167,835_推给_爸妈_干嘛_家长,"['推给', '爸妈', '干嘛', '家长', '糊涂', '妈求', '善思', '懵逼点', '娘亲', '脸垮']"
836,Evaluation,Approval,155,836_勇敢_会长_居居_好长,"['勇敢', '会长', '居居', '好长', '勇度', '橘长', '长生', '寻寻觅觅', '所长', '真能长']"
839,Evaluation,Othersjudgments,173,839_尼玛_弯弯_祝你好运_李由,"['尼玛', '弯弯', '祝你好运', '李由', '屋顶', '博文', '挨骂', '福州', '进去', '丢下去']"
840,Identity,Boundaries,167,840_吵到_未成年_拉子_09,"['吵到', '未成年', '拉子', '09', '07', '06', '天罡', '相反', '08', '11']"
841,Identity,LoveDefinition,202,841_人才_天才_华蓥_投降,"['人才', '天才', '华蓥', '投降', '奇才', '人力资源', '事业', '性恋', '钱性', '比心']"
842,Identity,LoveDefinition,215,842_样子_同性_啥样_姿色,"['样子', '同性', '啥样', '姿色', '真爱', '相爱', '一个样', '异性', '花样', '看看']"
844,Identity,Boundaries,114,844_受众_群体_人群_可怜,"['受众', '群体', '人群', '可怜', '消费', '屌丝', '不好意思', '这波', '受眾', '收入水平']"
847,Identity,Boundaries,114,847_直播_直播间_男主播_女主播,"['直播', '直播间', '男主播', '女主播', '展示', '擦边', '主播', '男扮女装', '女模特', '衣服']"
850,Evaluation,Othersjudgments,113,850_耳听为虚_眼见为实_无路可走_牵好,"['耳听为虚', '眼见为实', '无路可走', '牵好', 'line', '一页', '张哥', '那本书', '一本', '最后']"
851,Sexuality,Courtship,113,851_山东_呵呵哈_哈哈哈_蓝旗,"['山东', '呵呵哈', '哈哈哈', '蓝旗', '芝罘', '金辰', '潜水', '卖串', '82', '不结']"
852,Division,Insider,113,852_泪奔_流量_aacca_crimson,"['泪奔', '流量', 'aacca', 'crimson', '老梗', '绝缘', '运用', '谈会', 'chu', '生不奔现']"
854,Sexuality,Courtship,113,854_贵州_贵阳_贵州省_ip,"['贵州', '贵阳', '贵州省', 'ip', '地址', '黔东南', '六盘水', '清镇', '三桥', '铜仁']"
855,Identity,LoveDefinition,113,855_斩女_素女_一级_08,"['斩女', '素女', '一级', '08', '这素', '全素', '我素', '不素', '素随', '介里']"
856,Evaluation,Approval,112,856_很棒_好棒_真棒_太好了,"['很棒', '好棒', '真棒', '太好了', '意境', 'van', '胜志', '太棒了', 'nice', '好无语']"
858,Subculture,Materialistic,112,858_发财_圈钱_但会_赚钱,"['发财', '圈钱', '但会', '赚钱', '恰烂', '捞钱', '多多', '加倍', '挣钱', '暴富']"
859,Identity,GenderIdentity,112,859_装直_男装_不装_天打雷劈,"['装直', '男装', '不装', '天打雷劈', '我装', '我装直', '很母', '别装直', 'gay', '能装']"
860,Identity,GenderIdentity,112,860_娘们_不娘_老娘_很娘,"['娘们', '不娘', '老娘', '很娘', '唧唧', '娘子', '婆娘', '太娘', '婆婆', '这娘们']"
861,Sexuality,Courtship,112,861_对象_代替_本铜_储物床,"['对象', '代替', '本铜', '储物床', 'caopen', '对代', '那少', '介绍', '能怪', '亲测']"
864,Identity,GenderIdentity,111,864_绕晕_迷晕_好绕_晕倒,"['绕晕', '迷晕', '好绕', '晕倒', '迷糊', '晕船', '我晕', '25', '力竭', '晕不晕']"
865,Identity,Boundaries,111,865_男人_压力_不好_女人,"['男人', '压力', '不好', '女人', '太累', '多累', '不好过', '更好', '太难', '多好']"
866,Evaluation,PublicMorality,111,866_嫁给_嫁出去_嫁妆_回家,"['嫁给', '嫁出去', '嫁妆', '回家', '我要', '罗阳', '妻有子', '铁了心', '那嘘', '商铺']"
867,Sexuality,Courtship,111,867_女朋友_天赐_来个_赐个,"['女朋友', '天赐', '来个', '赐个', '我要', '求求', '委屈', '老天', '吐舌', '嘎嘎']"
870,Sexuality,Courtship,111,870_成都_公园_沙河_织姬,"['成都', '公园', '沙河', '织姬', '露琪亚', '女恋', '成都市', '达州', '基都', '多同']"
875,Health,AIDS,110,875_阻断_阻断剂_增长_记忆力,"['阻断', '阻断剂', '增长', '记忆力', '程度', '药都', '脱销', '当饭', '一眼', '搜索']"
876,Identity,GenderIdentity,110,876_码头_湾仔_弯仔_沈体,"['码头', '湾仔', '弯仔', '沈体', '购物袋', '沃尔玛', '沈辞', '类型', '参观', '海岸']"
881,Health,Genetics,110,881_基因_后天_先天_遗传,"['基因', '后天', '先天', '遗传', '因素', '决定', '家庭', '父爱', '后代', '环境']"
882,Identity,GenderIdentity,110,882_双性人_金牛座_真性_可凸,"['双性人', '金牛座', '真性', '可凸', 'godle', 'letters', '咬了一口', '贞子', '多牛', '造物主']"
883,Health,Therapy,110,883_道理_病变_在理_病病,"['道理', '病变', '在理', '病病', '市民', '贱病', '不轻', '尖酸刻薄', '天意', '87']"
885,Sexuality,PhysicalApperances,109,885_嘴唇_monet_这棱唇_射线,"['嘴唇', 'monet', '这棱唇', '射线', 'cute', '牛逼奏', 'hmy', '脏脏包', 'boya', '红唇']"
886,Division,Insider,109,886_发现_不了_鼓鼓的_呕死,"['发现', '不了', '鼓鼓的', '呕死', '华点', '姑息', '常翰飞', 'wong', '我任', '我玩过']"
887,Sexuality,PhysicalApperances,109,887_长发_短发_姐姐_头发,"['长发', '短发', '姐姐', '头发', '黄头发', '剪头发', '小姐姐', '妹发', '姐特', '可喘']"
888,Sexuality,Courtship,109,888_深圳_魑魅魍魉_南山_龙华,"['深圳', '魑魅魍魉', '南山', '龙华', '福田', '妖魔鬼怪', '满地', '特区', '深圳网', '勿念']"
890,Identity,GenderIdentity,109,890_惊喜_女生_一举一动_女孩,"['惊喜', '女生', '一举一动', '女孩', '输给', '居居', '让给', '付雨禾', '期末考', '谷店']"
891,Sexuality,PhysicalApperances,109,891_肉肉_肉丝_异食_大肉,"['肉肉', '肉丝', '异食', '大肉', '素食主义者', '五花肉', '好肉', '杰克', '肉感', '肥肉']"
892,Identity,LoveDefinition,109,892_同性_异性_恰好_刚好,"['同性', '异性', '恰好', '刚好', '同性恋', '异性恋', '恰巧', '另一方', '只不过', '正好']"
893,Identity,LoveDefinition,109,893_黄奕_vis_哈斯_没叫,"['黄奕', 'vis', '哈斯', '没叫', '到底', '双性', '维京', '浪漫', '异性恋', '斯哈']"
894,Sexuality,Courtship,109,894_飞吻_kisskiss_动力_kiss,"['飞吻', 'kisskiss', '动力', 'kiss', '骚首', '过别', '临摹', '嫁嫩家', '亲苏', '张床']"
896,Subculture,Culture,109,896_小鸟_永远_鹦鹉_原作,"['小鸟', '永远', '鹦鹉', '原作', '小鸟依人', '转转', '鸟样', '鸟比', '鸟性', '鸟窝']"
899,Sexuality,Courtship,109,899_谈恋爱_女孩子_大哭_想得到,"['谈恋爱', '女孩子', '大哭', '想得到', '只想', '恋爱', '膏得', '朱珠', '谈次', '及第']"
901,Identity,GenderIdentity,108,901_美女_畜不分_雌雄莫辨_难辨,"['美女', '畜不分', '雌雄莫辨', '难辨', '雌雄', '美的', '自然', '外星', '内部', '很巴适']"
903,Sexuality,Courtship,108,903_迷上_呜呜_勿忘我_墨燃,"['迷上', '呜呜', '勿忘我', '墨燃', '喜久福', '阴脸', '控是', '要直', '泣不成声', '耳语']"
904,Identity,Boundaries,108,904_审美_老外_高风险_外国人,"['审美', '老外', '高风险', '外国人', '审美观', '挺美', '产区', '点上', '零区', '销路']"
905,Sexuality,IntimateDivisionship,108,905_选妃_脑萎缩_情侣_悲剧,"['选妃', '脑萎缩', '情侣', '悲剧', '爱妃', '区选妃', '全麻', '人麻', '呀呀', '截瘫']"
906,Identity,LoveDefinition,108,906_熊在_熊是_毛毛熊_油水,"['熊在', '熊是', '毛毛熊', '油水', '炎阳', '熊人', '熊去', '熊堆', '熊怪', '女熊']"
908,Division,Society,108,908_善良_以待_善意_迫使,"['善良', '以待', '善意', '迫使', '善待', '温柔', '希望', '恶有恶报', '所有人', '流浪汉']"
909,Sexuality,Courtship,107,909_家乡_推荐_河北_明白,"['家乡', '推荐', '河北', '明白', '保定', '欧米', '邯郸', '曲阳', '涿州', '承德']"
910,Evaluation,Othersjudgments,107,910_太饱_作死_奇葩_没人要,"['太饱', '作死', '奇葩', '没人要', '不作', '天性', '饱食', '这不作', '往死里作', '气饱']"
911,Identity,LoveDefinition,107,911_马跃_竣哥_数学系_细看,"['马跃', '竣哥', '数学系', '细看', '全弯', '马上', '__', 'lu', '正宗', '30']"
912,Evaluation,Othersjudgments,107,912_玩意_真美_喝美_beau,"['玩意', '真美', '喝美', 'beau', '周子', '个体户', 'beautiful', '不顶', '新出', '名词']"
914,Sexuality,Courtship,107,914_老婆_书店_竿子_夫君,"['老婆', '书店', '竿子', '夫君', '未深', '食儿', 'scintil', 'dokey', '两包', '买根']"
915,Sexuality,Courtship,107,915_天津_玩儿_抗氧_公交,"['天津', '玩儿', '抗氧', '公交', '之眼', '回津', '除甲醛', '哪趟', '初去', '德安']"
916,Evaluation,RecommendationAlgorithms,107,916_算是_这号_女号_重新,"['算是', '这号', '女号', '重新', '刷到', '必号', '进号', '要烂', '不喜速', '军友']"
917,Identity,Selfassessment,107,917_男同_女同_咱男同_墙头草,"['男同', '女同', '咱男同', '墙头草', '不爱色色', '泛女', '男同分', '男同同', '男同恋', '晚有']"
921,Identity,Legal,106,921_女监_男监_放男监_监狱,"['女监', '男监', '放男监', '监狱', '关男监', '放女监', '危险', '放女', '监有', '错要']"
922,Health,AIDS,106,922_后悔_后悔药_艾滋病_世上,"['后悔', '后悔药', '艾滋病', '世上', '最后', 'hiv', '艾滋', '感染', '头掉', '可真晚']"
923,Sexuality,Courtship,106,923_害羞_必须_必要_不必,"['害羞', '必须', '必要', '不必', '昂昂', '看标', '咱内', '磕巴', '178cm', '娇羞']"
924,Sexuality,Courtship,105,924_背山_背锅_不背_纯零,"['背山', '背锅', '不背', '纯零', '比纯', '闫鹤轩', '小锅', '锅侠', 'baoming', '背黑锅']"
926,Sexuality,Courtship,105,926_图片_表情_姐姐_给姐,"['图片', '表情', '姐姐', '给姐', '合照', '体力', '我姐', '斯哈', '姐馋', '称姐']"
928,Sexuality,Courtship,105,928_移步_喜欢_jennie_有缘人,"['移步', '喜欢', 'jennie', '有缘人', '免得', '作品', 'ba', '欢迎', '口音', '惊喜']"
929,Division,Insider,105,929_奇怪_糖葫芦_离奇_诡异,"['奇怪', '糖葫芦', '离奇', '诡异', '怪胎', 'little', '怪不得', '稀奇古怪', '怪事', '难不怪']"
931,Identity,Boundaries,105,931_寡妇_勇闯_鸳鸳相_冒犯,"['寡妇', '勇闯', '鸳鸳相', '冒犯', '贵贱', '开口', '张口', '寡王', '寡女', '扎心']"
933,Evaluation,Othersjudgments,104,933_相当_炸裂_无人_救命,"['相当', '炸裂', '无人', '救命', '救救', '在意', '太艾', '太家', '跃进', '太苏']"
934,Identity,GenderIdentity,104,934_男女_霍霍_主要_女性,"['男女', '霍霍', '主要', '女性', '', '', '', '', '', '']"
936,Evaluation,Othersjudgments,104,936_吓死_吓人_恐怖_吓一跳,"['吓死', '吓人', '恐怖', '吓一跳', '吓死人', '胆小', '绑住', '棍挥', 'mar', '骇人听闻']"
937,Subculture,Culture,104,937_看过_电影_一部_看一遍,"['看过', '电影', '一部', '看一遍', '台湾', '许光汉演', '阿彬', '莫特森', '弱勢', 'fantastic']"
938,Division,Insider,104,938_钩子_放个_标记_章鱼,"['钩子', '放个', '标记', '章鱼', '拜登', '缠上', '上钩', '绯闻', '撒尿', '鼻子']"
939,Division,Insider,104,939_受不了_爱好_toes_分类,"['受不了', '爱好', 'toes', '分类', '不定', '驾驭', '可怜', '限于', '受得了', '还分']"
940,Identity,LoveDefinition,104,940_受虐_xxx_琳娜_斯图尔特,"['受虐', 'xxx', '琳娜', '斯图尔特', '实名', '右边', '克里斯', '我程', '唐周版', '劳坡']"
941,Evaluation,Approval,104,941_勇敢_加油_基都_支持,"['勇敢', '加油', '基都', '支持', '比心', '诚不欺', '粗来', '必需', '飞黄腾达', '盛兴']"
942,Identity,LoveDefinition,104,942_顺直_黑长_无人_不直,"['顺直', '黑长', '无人', '不直', '在意', '一点半点', 'interesting', 'rtc', '天顺', '癫公']"
943,Sexuality,IntimateDivisionship,104,943_般配_一对_天生一对_绝配,"['般配', '一对', '天生一对', '绝配', '他俩', '好配', '互补', '挺配', '很配', '两人']"
945,Identity,GenderIdentity,103,945_一种_该是_老公_态度,"['一种', '该是', '老公', '态度', '人生态度', '众所周知', '婷婷', '性别', '心情', '一遍']"
